CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;CTD;labo
18OL16015_1540;1191;47.82867;-61.24617;418762;13.29;18-jun-16;21:43:00;31.16;4.11;342.27424;7.65;1.66;0.055;0.84;0.545;NaN;0.637;0.775
18OL16015_1540;1191;47.82867;-61.24617;418763;2.58;18-jun-16;21:43:00;31.04;7.61;329.63546;7.4255;0.45;0.04;0.06;0.355;NaN;0.213;0.455
18OL16015_1541;1271;47.58317;-61.83117;418767;26.97;19-jun-16;17:45:00;31.08;2.32;337.49562;7.523;2.07;0.05;0.435;0.685;NaN;1.345;2.34
18OL16015_1541;1271;47.58317;-61.83117;418768;2.48;19-jun-16;17:45:00;30.93;7.03;332.35972;7.4615;0.245;0.03;0.05;0.33667;NaN;0.098;0.455
18OL16015_1542;1301;47.16667;-63.24817;418769;59.59;20-jun-16;01:32:00;31.18;-0.89;322.57918;7.156;6.94;0.135;5.845;1.225;NaN;0.161;NaN
18OL16015_1542;1301;47.16667;-63.24817;418770;25.09;20-jun-16;01:32:00;30.75;0.61;385.01386;8.667;1.42;0.06;1.735;0.55;NaN;0.388;0.765
18OL16015_1542;1301;47.16667;-63.24817;418771;1.79;20-jun-16;01:32:00;30.33;8.32;321.23938;7.308;0.39;0.02333;0.05;0.15667;NaN;0.462;0.585
18OL16015_1543;1331;47.833;-62.24833;418772;53.44;20-jun-16;09:13:00;32.56;1.17;255.0086;5.857;15.715;0.165;10.48;1.27;NaN;0.116;NaN
18OL16015_1543;1331;47.833;-62.24833;418773;23.9;20-jun-16;09:13:00;31.35;1.77;366.97122;8.0265;1.15;0.065;1.33;0.59;NaN;0.508;0.935
18OL16015_1543;1331;47.833;-62.24833;418774;2.68;20-jun-16;09:13:00;30.49;7.47;333.34224;7.5465;0.755;0.02667;0.04;0.18667;NaN;0.933;1.295
18OL16015_1544;1401;47.83333;-63.24967;418787;75.35;21-jun-16;20:49:00;32.5;1.03;255.58918;5.688;18.145;0.225;12.02;1.345;NaN;0.112;NaN
18OL16015_1544;1401;47.83333;-63.24967;418788;25.48;21-jun-16;20:49:00;31.04;-0.05;352.99264;7.727;5.99;0.1;5.37;0.965;NaN;0.381;0.46
18OL16015_1544;1401;47.83333;-63.24967;418789;2.58;21-jun-16;20:49:00;29.77;8.48;320.25686;7.266;1.065;0.02;0.04333;0.17;NaN;1.073;1.19
18OL16015_1545;1771;47.91517;-69.77767;418943;106.27;25-jun-16;23:53:00;30.43;2.37;296.5424;6.569;12.89;0.15;10.625;1.075;NaN;0.172;NaN
18OL16015_1545;1771;47.91517;-69.77767;418944;98.25;25-jun-16;23:53:00;30.34;2.44;296.58706;NaN;13.095;0.145;10.665;1.075;0.185;0.167;NaN
18OL16015_1545;1771;47.91517;-69.77767;418945;49.67;25-jun-16;23:53:00;29.77;2.89;296.22978;6.5415;13.535;0.145;10.72;1.065;0.2;0.169;NaN
18OL16015_1545;1771;47.91517;-69.77767;418946;24.89;25-jun-16;23:53:00;26.38;5.43;298.37346;NaN;16.065;0.15;11.34;0.94;0.27;0.365;NaN
18OL16015_1545;1771;47.91517;-69.77767;418947;14.08;25-jun-16;23:53:00;25.1;6.42;297.4356;NaN;16.65;0.15;12.195;0.91;0.32;0.436;NaN
18OL16015_1545;1771;47.91517;-69.77767;418948;4.66;25-jun-16;23:53:00;24.42;6.78;298.28414;6.631;16.815;0.145;12.435;0.895;0.285;0.404;NaN
18OL16015_1545;1771;47.91517;-69.77767;418949;1.98;25-jun-16;23:53:00;24.4;6.77;298.41812;NaN;16.67;0.145;12.5;0.885;0.26;0.391;NaN
18OL16015_1546;1781;47.70567;-69.91717;418950;90.62;26-jun-16;01:18:00;29.63;2.93;296.00648;6.5365;13.66;0.155;10.875;1.05;NaN;0.23;NaN
18OL16015_1546;1781;47.70567;-69.91717;418951;50.67;26-jun-16;01:18:00;29.26;3.15;297.25696;NaN;NaN;NaN;NaN;NaN;NaN;0.194;NaN
18OL16015_1546;1781;47.70567;-69.91717;418952;49.48;26-jun-16;01:18:00;29.18;3.21;297.12298;6.578;13.65;0.16;10.915;1.02;0.3;0.197;NaN
18OL16015_1546;1781;47.70567;-69.91717;418953;24.29;26-jun-16;01:18:00;27.32;4.45;297.48026;NaN;14.815;0.15;11.415;0.96;0.285;0.278;NaN
18OL16015_1546;1781;47.70567;-69.91717;418954;14.68;26-jun-16;01:18:00;25.82;5.36;297.61424;NaN;15.6;0.15;11.815;0.92;0.205;0.322;NaN
18OL16015_1546;1781;47.70567;-69.91717;418955;4.56;26-jun-16;01:18:00;21.37;8.33;294.756;6.57;17.895;0.14;13.98;0.795;0.235;0.433;NaN
18OL16015_1546;1781;47.70567;-69.91717;418956;0.79;26-jun-16;01:18:00;18.47;9.44;301.9016;NaN;18.595;0.15;14.245;0.78;0.23;0.368;NaN
18OL16015_1547;1791;47.53367;-70.17233;418957;76.84;26-jun-16;02:49:00;27.9;4;297.07832;6.594;14.275;0.15;11.24;0.97;NaN;0.414;NaN
18OL16015_1547;1791;47.53367;-70.17233;418958;49.68;26-jun-16;02:49:00;27.3;4.39;297.8822;NaN;NaN;NaN;NaN;NaN;NaN;0.287;NaN
18OL16015_1547;1791;47.53367;-70.17233;418959;48.68;26-jun-16;02:49:00;27.2;4.46;297.74822;6.597;14.49;0.145;11.38;0.955;0.65;0.284;NaN
18OL16015_1547;1791;47.53367;-70.17233;418960;24.99;26-jun-16;02:49:00;25.99;5.24;297.4356;NaN;15.76;0.145;11.82;0.915;0.455;0.323;NaN
18OL16015_1547;1791;47.53367;-70.17233;418961;13.59;26-jun-16;02:49:00;21.66;8.05;294.44338;NaN;17.48;0.14;13.66;0.815;0.35;0.407;NaN
18OL16015_1547;1791;47.53367;-70.17233;418962;3.47;26-jun-16;02:49:00;19.74;9.27;293.37154;6.555;17.925;0.135;14.56;0.765;0.325;0.472;NaN
18OL16015_1547;1791;47.53367;-70.17233;418963;0.79;26-jun-16;02:49:00;19.54;9.4;293.68416;NaN;18.85;0.135;14.785;0.75;0.33;0.43;NaN
18OL16015_1548;1801;47.446;-70.1495;418964;19.83;26-jun-16;04:03:00;25.92;5.27;296.989;NaN;15.995;0.15;12.47;0.9;NaN;0.708;NaN
18OL16015_1548;1801;47.446;-70.1495;418965;14.78;26-jun-16;04:03:00;25.12;5.85;295.91716;NaN;15.615;0.15;12.26;0.91;1.145;0.598;NaN
18OL16015_1548;1801;47.446;-70.1495;418966;4.86;26-jun-16;04:03:00;17.59;11.63;290.02204;6.531;19.63;0.135;16.125;0.76;0.955;0.665;NaN
18OL16015_1548;1801;47.446;-70.1495;418967;2.18;26-jun-16;04:03:00;17.39;11.65;291.45116;NaN;19.645;0.12667;16.78333;0.72;0.76;0.621;NaN
18OL16015_1549;1811;47.605;-69.95667;418968;24.99;26-jun-16;05:13:00;26.78;4.75;296.7657;6.586;14.99;0.155;11.765;0.94;0.41;0.338;NaN
18OL16015_1549;1811;47.605;-69.95667;418969;15.17;26-jun-16;05:13:00;22.18;7.83;294.48804;NaN;17.105;0.14;13.535;0.84;0.295;0.396;NaN
18OL16015_1549;1811;47.605;-69.95667;418970;4.96;26-jun-16;05:13:00;20.6;8.79;293.95212;NaN;17.605;0.135;14.37;0.78;0.29;0.421;NaN
18OL16015_1549;1811;47.605;-69.95667;418971;2.08;26-jun-16;05:13:00;20.51;8.85;294.17542;NaN;18.495;0.135;14.405;0.775;0.295;0.406;NaN
18OL16015_1550;1821;47.95333;-69.5925;418972;25.09;26-jun-16;07:32:00;28.11;4.32;288.63758;6.38;16.34;0.135;12.165;1.02;NaN;0.324;NaN
18OL16015_1550;1821;47.95333;-69.5925;418973;15.07;26-jun-16;07:32:00;26.49;5.67;290.29;NaN;NaN;NaN;NaN;NaN;NaN;0.427;NaN
18OL16015_1550;1821;47.95333;-69.5925;418974;15.07;26-jun-16;07:32:00;26.48;5.68;290.33466;NaN;16.185;0.145;12.435;0.98;0.495;0.42;NaN
18OL16015_1550;1821;47.95333;-69.5925;418975;5.06;26-jun-16;07:32:00;23.94;7.7;297.39094;8.089;16.865;0.14;12.9;0.89;0.53;0.443;NaN
18OL16015_1550;1821;47.95333;-69.5925;418976;1.19;26-jun-16;07:32:00;23.47;7.9;298.9987;NaN;17.655;0.14;13.105;0.85;0.435;0.414;NaN
