CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;terrain;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;CHL_01;OXYM_01;SSAL_XX;TEMP_XX;Si_01;PO4_01;NOx_01;CHL_XX
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(mg/m**3);(mmol/m**3);((none));(celsius);(mmol/m**3);(mmol/m**3);(mmol/m**3);(mg/m**3)
180167001_149;A;44.58333;-64.03333;-160;40;23-may-67;00:00:00;NaN;340;31.716;1.2;3.14;0.55;1.93;0.17
180167001_149;A;44.58333;-64.03333;-161;53;23-may-67;00:00:00;NaN;330;31.738;1.2;3.54;0.55;2.18;0.17
180167001_160;A;44.58333;-64.03333;-162;1;25-may-67;00:00:00;NaN;345;28.743;5.5;6.39;0.32;0.4;0.67
180167001_160;A;44.58333;-64.03333;-163;5;25-may-67;00:00:00;NaN;345;30.006;4;3.72;0.34;0.59;0.67
180167001_160;A;44.58333;-64.03333;-164;10;25-may-67;00:00:00;NaN;350;31.419;1.5;3.83;0.53;1.63;0.19
180167001_160;A;44.58333;-64.03333;-165;15;25-may-67;00:00:00;NaN;345;31.56;1.3;3.37;0.45;1.06;0.13
180167001_160;A;44.58333;-64.03333;-166;25;25-may-67;00:00:00;NaN;340;31.708;1.3;2.9;0.48;1.27;0.17
180167001_160;A;44.58333;-64.03333;-167;40;25-may-67;00:00:00;NaN;330;32.018;1.3;3.54;0.61;2.44;0.21
180167001_160;A;44.58333;-64.03333;-168;53;25-may-67;00:00:00;NaN;340;32.064;1.3;4.07;0.61;2.86;0.21
180167001_171;A;44.58333;-64.03333;-169;1;29-may-67;00:00:00;NaN;340;30.561;4.1;3.12;0.56;0.69;0.58
180167001_171;A;44.58333;-64.03333;-170;5;29-may-67;00:00:00;NaN;345;30.554;3.8;3.89;0.41;0.66;0.54
180167001_171;A;44.58333;-64.03333;-171;10;29-may-67;00:00:00;NaN;335;30.564;3.7;3.43;0.46;0.81;0.6
180167001_171;A;44.58333;-64.03333;-172;15;29-may-67;00:00:00;NaN;340;31.091;2.4;3.19;0.45;0.96;0.46
180167001_171;A;44.58333;-64.03333;-173;25;29-may-67;00:00:00;NaN;335;31.657;1.4;2.9;0.65;1.38;0.06
180167001_171;A;44.58333;-64.03333;-174;40;29-may-67;00:00:00;NaN;330;31.761;1.2;3.83;0.63;1.42;0.13
180167001_171;A;44.58333;-64.03333;-175;53;29-may-67;00:00:00;NaN;325;31.908;1.2;5.52;0.76;2.62;0.23
180167001_182;A;44.58333;-64.03333;-176;1;01-jun-67;00:00:00;NaN;345;30.521;5;4.13;0.49;0.6;0.75
180167001_182;A;44.58333;-64.03333;-177;5;01-jun-67;00:00:00;NaN;330;30.761;4.3;5.52;0.45;0.65;1
180167001_182;A;44.58333;-64.03333;-178;10;01-jun-67;00:00:00;NaN;330;30.909;3.9;3.66;0.43;0.87;0.73
180167001_182;A;44.58333;-64.03333;-179;15;01-jun-67;00:00:00;NaN;330;31.154;3;2.73;0.56;0.98;0.6
180167001_182;A;44.58333;-64.03333;-180;25;01-jun-67;00:00:00;NaN;330;31.468;2.5;2.61;0.51;1.88;0.17
180167001_182;A;44.58333;-64.03333;-181;40;01-jun-67;00:00:00;NaN;330;31.762;1.4;2.61;0.62;1.88;0.08
180167001_182;A;44.58333;-64.03333;-182;53;01-jun-67;00:00:00;NaN;310;31.996;1.4;5.52;0.79;2.68;0.21
180167001_193;A;44.58333;-64.03333;-183;1;05-jun-67;00:00:00;NaN;345;30.619;7;2.73;0.32;0.11;0.38
180167001_193;A;44.58333;-64.03333;-184;5;05-jun-67;00:00:00;NaN;340;30.691;6;2.91;0.32;0.05;0.71
180167001_193;A;44.58333;-64.03333;-185;10;05-jun-67;00:00:00;NaN;335;30.756;5.3;3.02;0.36;0.18;0.79
180167001_193;A;44.58333;-64.03333;-186;15;05-jun-67;00:00:00;NaN;335;31.292;4.5;2.56;0.37;0.35;1.65
180167001_193;A;44.58333;-64.03333;-187;25;05-jun-67;00:00:00;NaN;310;31.343;3.7;2.03;0.46;0.62;0.88
180167001_193;A;44.58333;-64.03333;-188;40;05-jun-67;00:00:00;NaN;310;31.675;1.6;3.6;0.62;1.86;0.17
180167001_193;A;44.58333;-64.03333;-189;53;05-jun-67;00:00:00;NaN;305;31.822;1.5;4.13;0.66;1.81;0.21
180167001_204;A;44.58333;-64.03333;-190;1;08-jun-67;00:00:00;NaN;325;30.524;8.7;3.43;0.21;0.06;0.75
180167001_204;A;44.58333;-64.03333;-191;5;08-jun-67;00:00:00;NaN;330;30.657;8;2.79;0.23;0.07;0.54
180167001_204;A;44.58333;-64.03333;-192;10;08-jun-67;00:00:00;NaN;345;30.874;6;2.44;0.26;0.06;0.71
180167001_204;A;44.58333;-64.03333;-193;15;08-jun-67;00:00:00;NaN;350;31.214;4.5;1.68;0.29;0.41;2.44
180167001_204;A;44.58333;-64.03333;-194;25;08-jun-67;00:00:00;NaN;350;31.252;3.3;1.74;0.36;0.46;2.06
180167001_204;A;44.58333;-64.03333;-195;40;08-jun-67;00:00:00;NaN;325;31.556;1.8;3.72;0.59;1.28;0.29
180167001_204;A;44.58333;-64.03333;-196;53;08-jun-67;00:00:00;NaN;280;31.881;1.3;3.72;0.65;2.95;0.21
180167001_215;A;44.58333;-64.03333;-197;1;12-jun-67;00:00:00;NaN;305;30.306;10.1;2.79;0.23;0.02;0.42
180167001_215;A;44.58333;-64.03333;-198;5;12-jun-67;00:00:00;NaN;330;30.63;8.5;2.38;0.25;0.03;0.46
180167001_215;A;44.58333;-64.03333;-199;10;12-jun-67;00:00:00;NaN;340;31.073;4.5;1.8;0.29;0.04;0.42
180167001_215;A;44.58333;-64.03333;-200;15;12-jun-67;00:00:00;NaN;345;31.148;3.7;2.15;0.35;0.12;1
180167001_215;A;44.58333;-64.03333;-201;25;12-jun-67;00:00:00;NaN;320;31.267;3.2;1.92;0.42;0.67;0.5
180167001_215;A;44.58333;-64.03333;-202;40;12-jun-67;00:00:00;NaN;320;31.589;2.4;4.36;0.64;1.72;0.25
180167001_215;A;44.58333;-64.03333;-203;53;12-jun-67;00:00:00;NaN;315;31.722;2.1;6.51;0.73;2.64;0.17
180167001_225;A;44.58333;-64.03333;-15;1;07-mar-67;00:00:00;NaN;385;30.724;0;9.59;0.57;4.65;0.54
180167001_225;A;44.58333;-64.03333;-16;5;07-mar-67;00:00:00;NaN;385;30.8;0.2;9.88;0.6;5.01;0.67
180167001_225;A;44.58333;-64.03333;-17;10;07-mar-67;00:00:00;NaN;385;30.918;0.5;9.7;0.6;4.95;0.5
180167001_225;A;44.58333;-64.03333;-18;15;07-mar-67;00:00:00;NaN;375;31.162;0.8;9.3;0.71;4.58;0.46
180167001_225;A;44.58333;-64.03333;-19;25;07-mar-67;00:00:00;NaN;365;31.475;1;9.7;0.68;5.58;0.25
180167001_225;A;44.58333;-64.03333;-20;40;07-mar-67;00:00:00;NaN;355;31.173;1.4;2.44;0.79;6.65;0.33
180167001_225;A;44.58333;-64.03333;-21;53;07-mar-67;00:00:00;NaN;345;31.771;1.4;7.84;0.82;7.05;0.33
180167001_226;A;44.58333;-64.03333;-204;1;15-jun-67;00:00:00;NaN;305;29.923;11.5;3.49;0.24;0.14;0.46
180167001_226;A;44.58333;-64.03333;-205;5;15-jun-67;00:00:00;NaN;330;30.608;7.5;2.67;0.25;0.06;0.21
180167001_226;A;44.58333;-64.03333;-206;10;15-jun-67;00:00:00;NaN;350;31.173;4.7;1.86;0.35;0.18;0.33
180167001_226;A;44.58333;-64.03333;-207;15;15-jun-67;00:00:00;NaN;360;31.239;4.4;1.51;0.4;0.46;0.5
180167001_226;A;44.58333;-64.03333;-208;25;15-jun-67;00:00:00;NaN;335;31.34;3.2;2.32;0.42;1.1;0.21
180167001_226;A;44.58333;-64.03333;-209;40;15-jun-67;00:00:00;NaN;320;31.591;2.4;4.42;0.62;1.6;0.25
180167001_226;A;44.58333;-64.03333;-210;53;15-jun-67;00:00:00;NaN;310;31.743;2;6.39;0.76;2.83;0.29
180167001_228;1;44.61465;-64.04746;301001;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.32;0.21;0.73
180167001_228;1;44.61465;-64.04746;301005;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.32;1.271;0.73
180167001_228;1;44.61465;-64.04746;301010;10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.54;2.798;0.417
180167001_228;1;44.61465;-64.04746;301015;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.54;2.648;0.334
180167001_229;2;44.62528;-63.96609;302001;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.29;0.251;0.667
180167001_229;2;44.62528;-63.96609;302005;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.32;0.837;0.834
180167001_229;2;44.62528;-63.96609;302010;10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.53;1.905;0.25
180167001_229;2;44.62528;-63.96609;302015;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.66;4.099;0.417
180167001_229;2;44.62528;-63.96609;302025;25;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.56;4.337;0.25
180167001_230;3;44.5894;-63.99681;303001;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.33;0.328;0.834
180167001_230;3;44.5894;-63.99681;303005;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.35;0.036;0.667
180167001_230;3;44.5894;-63.99681;303010;10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.52;1.417;0.5
180167001_230;3;44.5894;-63.99681;303015;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.66;3.836;0.417
180167001_230;3;44.5894;-63.99681;303025;25;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.51;3.916;0.334
180167001_231;4;44.59501;-63.95696;304001;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.36;0.257;1.147
180167001_231;4;44.59501;-63.95696;304005;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.32;0.115;0.667
180167001_231;4;44.59501;-63.95696;304010;10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.61;2.983;0.563
180167001_231;4;44.59501;-63.95696;304015;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.51;1.996;0.334
180167001_231;4;44.59501;-63.95696;304025;25;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.58;2.82;0.334
180167001_232;5;44.54876;-64.01628;305001;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.26;0.21;0.834
180167001_232;5;44.54876;-64.01628;305005;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.35;0.318;0.667
180167001_232;5;44.54876;-64.01628;305010;10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.49;0.912;0.563
180167001_232;5;44.54876;-64.01628;305015;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.44;2.713;0.25
180167001_232;5;44.54876;-64.01628;305025;25;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.6;3.712;0.417
180167001_232;5;44.54876;-64.01628;305040;40;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.67;3.315;0.167
180167001_232;5;44.54876;-64.01628;305055;55;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.08;3.485;0.417
180167001_233;6;44.54725;-63.96935;306001;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.33;0.208;0.5
180167001_233;6;44.54725;-63.96935;306005;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.32;0.356;0.834
180167001_233;6;44.54725;-63.96935;306010;10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.47;3.004;0.417
180167001_233;6;44.54725;-63.96935;306015;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.51;3.858;0.334
180167001_233;6;44.54725;-63.96935;306025;25;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.74;5.262;0.083
180167001_233;6;44.54725;-63.96935;306040;40;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.56;5.14;0.25
