CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;PHPH;CHL_01;Si_01;PO4_01;NOx_01;PSAL_BS;NO2_01;OXY_02
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);((none));(mg/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(PSU);(mmol/m**3);(ml/l)
18VA18667_204;HL_0;44.6937;-63.6403;444138;10.4;11-jul-18;12:26:00;30.6612;7.5081;6.402;7.909;10.86345;0.29;0.386;0.27;NaN;0.08;NaN
18VA18667_204;HL_0;44.6937;-63.6403;444139;5.37;11-jul-18;12:26:00;30.4823;9.8416;7.8528;7.887;4.20139;0;0.1545;0;NaN;0.04;7.9905
18VA18667_204;HL_0;44.6937;-63.6403;444140;1.2;11-jul-18;12:25:00;29.8031;15.6776;6.5704;7.738;2.87463;0;0.1045;0.05;NaN;0.02;NaN
18VA18667_215;HL_0;44.6937;-63.6403;444141;60.83;18-jul-18;12:11:00;31.2286;3.5618;2.1842;7.701;1.0046;35.895;3.198;16.145;31.292;0.275;2.3635
18VA18667_215;HL_0;44.6937;-63.6403;444142;10.47;18-jul-18;12:09:00;30.7214;8.3082;6.526;8.044;11.8883;0.445;0.3595;0.18;NaN;0.07;NaN
18VA18667_215;HL_0;44.6937;-63.6403;444143;5.58;18-jul-18;12:09:00;30.611;10.3066;7.1576;8.041;3.09576;0;0.168;0;NaN;0.025;6.89
18VA18667_215;HL_0;44.6937;-63.6403;444144;1.61;18-jul-18;12:09:00;29.7754;15.0335;6.6144;7.99;3.18421;0.025;0.1515;0.055;NaN;0.04;NaN
18VA18667_225;HL_0;44.6937;-63.6403;444037;60.59;17-jan-18;13:46:00;31.6667;4.7181;5.3157;8.077;0.07766;15.555;1.3415;11.265;31.692;0.38;5.6195
18VA18667_225;HL_0;44.6937;-63.6403;444038;10.39;17-jan-18;13:44:00;30.8999;3.6757;6.7914;8.115;1.00868;13.58;1.1095;10.91;NaN;0.48;NaN
18VA18667_225;HL_0;44.6937;-63.6403;444039;5.43;17-jan-18;13:43:00;30.3518;2.9565;7.1674;8.127;1.49108;14.285;1.138;10.97;NaN;0.46;7.33
18VA18667_225;HL_0;44.6937;-63.6403;444040;1.4;17-jan-18;13:43:00;30.0331;2.7456;7.3025;8.121;0.98675;15.415;1.17;11.425;NaN;0.47;NaN
18VA18667_226;HL_0;44.6937;-63.6403;444145;60.72;25-jul-18;12:12:00;31.2208;3.5713;1.9886;7.687;0.32289;36.36;3.205;16.12;31.31;0.285;2.49
18VA18667_226;HL_0;44.6937;-63.6403;444146;10.5;25-jul-18;12:10:00;30.5224;11.949;6.6545;7.976;7.37895;0;0.245;0.255;NaN;0.14;NaN
18VA18667_226;HL_0;44.6937;-63.6403;444147;5.51;25-jul-18;12:10:00;30.248;15.1377;6.6354;7.931;3.49379;0;0.141;0;NaN;0.045;6.777
18VA18667_226;HL_0;44.6937;-63.6403;444148;1.33;25-jul-18;12:10:00;29.4769;19.5166;5.9815;7.864;2.78618;0;0.1015;0.06;NaN;0.03;NaN
18VA18667_237;HL_0;44.6937;-63.6403;444149;60.68;01-aug-18;12:40:00;31.2179;3.5765;1.7433;7.758;0.16144;37.685;3.269;17.425;NaN;0.165;2.175
18VA18667_237;HL_0;44.6937;-63.6403;444150;10.44;01-aug-18;12:38:00;30.7425;9.0528;5.5047;8.016;11.47836;1.935;0.5885;2.4;NaN;1.19;NaN
18VA18667_237;HL_0;44.6937;-63.6403;444151;5.41;01-aug-18;12:38:00;30.7192;11.1549;6.5221;8.002;2.74195;0.65;0.2255;0;NaN;0.03;6.6455
18VA18667_237;HL_0;44.6937;-63.6403;444152;1.42;01-aug-18;12:37:00;30.2973;18.5101;5.2136;7.904;2.2997;0;0.104;0.1;NaN;0.035;NaN
18VA18667_239;HL_0;44.6937;-63.6403;444153;60.65;08-aug-18;12:30:00;31.2105;3.5881;1.4105;7.764;0.27804;42.365;3.776;18.43;NaN;0.345;2.0145
18VA18667_239;HL_0;44.6937;-63.6403;444154;10.37;08-aug-18;12:28:00;30.8042;8.4928;6.6318;7.998;3.62646;2.525;0.5285;0.64;NaN;0.365;NaN
18VA18667_239;HL_0;44.6937;-63.6403;444155;5.36;08-aug-18;12:28:00;30.6855;10.8131;6.6395;7.974;2.4766;1.575;0.251;0;NaN;0.04;6.668
18VA18667_239;HL_0;44.6937;-63.6403;444156;1.39;08-aug-18;12:28:00;30.0119;18.269;6.1894;7.883;1.99013;0.93;0.147;0.08;NaN;0.07;NaN
18VA18667_243;HL_0;44.6937;-63.6403;444157;60.68;15-aug-18;12:29:00;31.1953;3.6173;1.3705;7.714;0.04338;40.3;3.4265;19.775;31.215;0.19;1.913
18VA18667_243;HL_0;44.6937;-63.6403;444158;10.43;15-aug-18;12:27:00;30.7909;8.958;6.3418;7.966;3.31689;2.885;0.4935;0.355;NaN;0.105;NaN
18VA18667_243;HL_0;44.6937;-63.6403;444159;5.36;15-aug-18;12:27:00;30.7346;10.5356;6.6692;7.951;4.37829;2.02;0.3235;0.055;NaN;0.05;6.765
18VA18667_243;HL_0;44.6937;-63.6403;444160;1.38;15-aug-18;12:27:00;30.1056;17.619;6.4367;7.862;4.20139;0.25;0.162;0.02;NaN;0.045;NaN
18VA18667_244;HL_0;44.6937;-63.6403;444161;60.66;22-aug-18;12:42:00;31.1928;3.6219;1.2031;7.76;0.04149;42.84;3.663;21.14;31.21;0.215;1.739
18VA18667_244;HL_0;44.6937;-63.6403;444162;10.38;22-aug-18;12:39:00;30.7077;10.1442;6.2759;8.026;5.79349;2.04;0.4715;0.445;NaN;0.26;NaN
18VA18667_244;HL_0;44.6937;-63.6403;444163;5.37;22-aug-18;12:39:00;30.5925;14.1227;6.6698;7.97;6.678;0;0.217;0;NaN;0.045;6.923
18VA18667_244;HL_0;44.6937;-63.6403;444164;1.29;22-aug-18;12:39:00;30.0678;17.0021;6.8984;7.925;6.76645;0;0.2305;0.02;NaN;0.04;NaN
18VA18667_247;HL_0;44.6937;-63.6403;444165;60.57;29-aug-18;12:46:00;31.1873;3.6386;0.9826;7.863;0.02829;44.65;3.7645;22.68;31.211;0.115;1.519
18VA18667_247;HL_0;44.6937;-63.6403;444166;10.44;29-aug-18;12:44:00;30.4375;17.2904;6.0891;8.088;5.43969;0.53;0.313;0.255;NaN;0.2;NaN
18VA18667_247;HL_0;44.6937;-63.6403;444167;5.14;29-aug-18;12:44:00;30.3371;18.8415;6.7425;8.063;7.12025;0.22;0.2585;0;NaN;0.05;7.072
18VA18667_247;HL_0;44.6937;-63.6403;444168;1.47;29-aug-18;12:44:00;30.2075;20.0447;6.8209;8.026;4.33406;0.29;0.2795;0.08;NaN;0.07;NaN
18VA18667_253;HL_0;44.6937;-63.6403;444169;60.66;05-sep-18;12:44:00;31.1841;3.651;0.7826;7.873;0.04903;44.7;4.096;23.725;31.219;0.14;1.206
18VA18667_253;HL_0;44.6937;-63.6403;444170;10.43;05-sep-18;12:42:00;30.4323;16.5058;5.6211;8;11.47836;0.18;0.3015;0.165;NaN;0.11;NaN
18VA18667_253;HL_0;44.6937;-63.6403;444171;5.41;05-sep-18;12:42:00;30.357;18.8813;6.5117;7.948;8.19883;0;0.145;0;NaN;0.03;6.806
