CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
18HU00062_571;871;46.98017;-61.21567;233551;15.57;07-dec-00;18:44:00;30.52;3.96;327.1345;320.61414;0.255;0.375;2.716;NaN;1;0.14;1;4.985;1;NaN;9;0.765;1;NaN;9;7.27;1;NaN;9;6;6.52;0.69
18HU00062_571;871;46.98017;-61.21567;233550;25.88;07-dec-00;18:44:00;30.52;3.95;321.41802;320.30152;0.28;0.39;2.591;NaN;1;0.15;1;4.96;1;NaN;9;0.765;1;NaN;9;7.335;1;NaN;9;6;6.48;0.68
18HU00062_571;871;46.98017;-61.21567;233549;49.78;07-dec-00;18:44:00;31.68;2.36;299.35598;277.69588;0.095;0.2;1.107;NaN;1;0.12;1;6.565;1;NaN;9;0.985;1;NaN;9;7.965;1;NaN;9;6;6.66;0.82
18HU00062_116;HL2;44.2715;-63.32117;213399;5;08-dec-00;18:37:00;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.63;9;NaN;9;NaN;9;3.1725;1;NaN;9;0.6015;1;NaN;9;4.6085;1;0;5.27;0.69
18HU00062_116;HL2;44.2715;-63.32117;213398;10;08-dec-00;18:37:00;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.6741;9;NaN;9;NaN;9;3.1615;1;NaN;9;0.6145;1;NaN;9;4.667;1;0;5.14;0.68
18HU00062_116;HL2;44.2715;-63.32117;213397;20;08-dec-00;18:37:00;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.6867;9;NaN;9;NaN;9;3.1145;1;NaN;9;0.652;1;NaN;9;4.757;1;0;4.78;0.65
18HU00062_116;HL2;44.2715;-63.32117;213396;30;08-dec-00;18:37:00;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.693;9;NaN;9;NaN;9;3.3585;1;NaN;9;0.622;1;NaN;9;4.7435;1;0;5.40;0.71
18HU00062_116;HL2;44.2715;-63.32117;213395;40;08-dec-00;18:37:00;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.7056;9;NaN;9;NaN;9;3.4735;1;NaN;9;0.641;1;NaN;9;5.1345;1;0;5.42;0.68
18HU00062_116;HL2;44.2715;-63.32117;213394;50;08-dec-00;18:37:00;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.3843;9;NaN;9;NaN;9;3.9915;1;NaN;9;0.6895;1;NaN;9;5.5095;1;0;5.79;0.72
18HU00062_116;HL2;44.2715;-63.32117;213393;75;08-dec-00;18:37:00;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.07898;9;NaN;9;NaN;9;9.1265;1;NaN;9;1.0455;1;NaN;9;8.4295;1;0;8.73;1.08
18HU00062_116;HL2;44.2715;-63.32117;213392;100;08-dec-00;18:37:00;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.07371;9;NaN;9;NaN;9;12.079;1;NaN;9;1.2365;1;NaN;9;12.8085;1;0;9.77;0.94
18HU00062_116;HL2;44.2715;-63.32117;213391;140;08-dec-00;18:37:00;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.03686;9;NaN;9;NaN;9;14.3505;1;NaN;9;1.3095;1;NaN;9;16.117;1;0;10.96;0.89
